,coco_url,crop_area,crop_type,obj_id,true_bbox,true_class
47,http://images.cocodataset.org/val2017/000000425226.jpg,"[51, 366, 224, 224]",top_R,80610.0,"[180, 0, 44, 27]",44.0
48,http://images.cocodataset.org/val2017/000000425226.jpg,"[231, 169, 224, 224]",bot_L,80610.0,"[0, 197, 44, 27]",44.0
49,http://images.cocodataset.org/val2017/000000425226.jpg,"[51, 169, 224, 224]",bot_R,80610.0,"[180, 197, 44, 27]",44.0
50,http://images.cocodataset.org/val2017/000000195165.jpg,"[274, 155, 224, 224]",centr,85583.0,"[102, 89, 19, 46]",44.0
51,http://images.cocodataset.org/val2017/000000195165.jpg,"[376, 244, 224, 224]",top_L,85583.0,"[0, 0, 19, 46]",44.0
52,http://images.cocodataset.org/val2017/000000195165.jpg,"[171, 244, 224, 224]",top_R,85583.0,"[205, 0, 19, 46]",44.0
53,http://images.cocodataset.org/val2017/000000195165.jpg,"[376, 66, 224, 224]",bot_L,85583.0,"[0, 178, 19, 46]",44.0
54,http://images.cocodataset.org/val2017/000000195165.jpg,"[171, 66, 224, 224]",bot_R,85583.0,"[205, 178, 19, 46]",44.0
55,http://images.cocodataset.org/val2017/000000090108.jpg,"[110, 128, 224, 224]",centr,87649.0,"[104, 96, 16, 32]",44.0
56,http://images.cocodataset.org/val2017/000000090108.jpg,"[214, 224, 224, 224]",top_L,87649.0,"[0, 0, 16, 32]",44.0
57,http://images.cocodataset.org/val2017/000000090108.jpg,"[6, 224, 224, 224]",top_R,87649.0,"[208, 0, 16, 32]",44.0
58,http://images.cocodataset.org/val2017/000000090108.jpg,"[214, 32, 224, 224]",bot_L,87649.0,"[0, 192, 16, 32]",44.0
59,http://images.cocodataset.org/val2017/000000090108.jpg,"[6, 32, 224, 224]",bot_R,87649.0,"[208, 192, 16, 32]",44.0
60,http://images.cocodataset.org/val2017/000000195165.jpg,"[236, 96, 224, 224]",centr,89346.0,"[108, 90, 9, 44]",44.0
61,http://images.cocodataset.org/val2017/000000195165.jpg,"[344, 186, 224, 224]",top_L,89346.0,"[0, 0, 9, 44]",44.0
62,http://images.cocodataset.org/val2017/000000195165.jpg,"[129, 186, 224, 224]",top_R,89346.0,"[215, 0, 9, 44]",44.0
63,http://images.cocodataset.org/val2017/000000195165.jpg,"[344, 6, 224, 224]",bot_L,89346.0,"[0, 180, 9, 44]",44.0
64,http://images.cocodataset.org/val2017/000000195165.jpg,"[129, 6, 224, 224]",bot_R,89346.0,"[215, 180, 9, 44]",44.0
65,http://images.cocodataset.org/val2017/000000062025.jpg,"[116, 180, 224, 224]",centr,90774.0,"[108, 100, 7, 23]",44.0
66,http://images.cocodataset.org/val2017/000000062025.jpg,"[224, 280, 224, 224]",top_L,90774.0,"[0, 0, 7, 23]",44.0
67,http://images.cocodataset.org/val2017/000000062025.jpg,"[7, 280, 224, 224]",top_R,90774.0,"[217, 0, 7, 23]",44.0
68,http://images.cocodataset.org/val2017/000000062025.jpg,"[224, 79, 224, 224]",bot_L,90774.0,"[0, 201, 7, 23]",44.0
69,http://images.cocodataset.org/val2017/000000062025.jpg,"[7, 79, 224, 224]",bot_R,90774.0,"[217, 201, 7, 23]",44.0
70,http://images.cocodataset.org/val2017/000000441586.jpg,"[300, 73, 224, 224]",centr,128928.0,"[96, 73, 31, 78]",2.0
71,http://images.cocodataset.org/val2017/000000441586.jpg,"[396, 146, 224, 224]",top_L,128928.0,"[0, 0, 31, 78]",2.0
72,http://images.cocodataset.org/val2017/000000441586.jpg,"[203, 146, 224, 224]",top_R,128928.0,"[193, 0, 31, 78]",2.0
73,http://images.cocodataset.org/val2017/000000441586.jpg,"[396, 0, 224, 224]",bot_L,128928.0,"[0, 146, 31, 78]",2.0
74,http://images.cocodataset.org/val2017/000000441586.jpg,"[203, 0, 224, 224]",bot_R,128928.0,"[193, 146, 31, 78]",2.0
75,http://images.cocodataset.org/val2017/000000570834.jpg,"[162, 148, 224, 224]",centr,131609.0,"[97, 82, 30, 60]",2.0
76,http://images.cocodataset.org/val2017/000000570834.jpg,"[259, 230, 224, 224]",top_L,131609.0,"[0, 0, 30, 60]",2.0
77,http://images.cocodataset.org/val2017/000000570834.jpg,"[65, 230, 224, 224]",top_R,131609.0,"[194, 0, 30, 60]",2.0
78,http://images.cocodataset.org/val2017/000000570834.jpg,"[259, 66, 224, 224]",bot_L,131609.0,"[0, 164, 30, 60]",2.0
79,http://images.cocodataset.org/val2017/000000570834.jpg,"[65, 66, 224, 224]",bot_R,131609.0,"[194, 164, 30, 60]",2.0
80,http://images.cocodataset.org/val2017/000000177934.jpg,"[224, 88, 224, 224]",centr,134933.0,"[75, 82, 75, 60]",3.0
81,http://images.cocodataset.org/val2017/000000177934.jpg,"[299, 170, 224, 224]",top_L,134933.0,"[0, 0, 75, 60]",3.0
82,http://images.cocodataset.org/val2017/000000177934.jpg,"[150, 170, 224, 224]",top_R,134933.0,"[149, 0, 75, 60]",3.0
83,http://images.cocodataset.org/val2017/000000177934.jpg,"[299, 6, 224, 224]",bot_L,134933.0,"[0, 164, 75, 60]",3.0
84,http://images.cocodataset.org/val2017/000000177934.jpg,"[150, 6, 224, 224]",bot_R,134933.0,"[149, 164, 75, 60]",3.0
85,http://images.cocodataset.org/val2017/000000577932.jpg,"[114, 142, 224, 224]",centr,140876.0,"[69, 85, 85, 55]",3.0
86,http://images.cocodataset.org/val2017/000000577932.jpg,"[183, 227, 224, 224]",top_L,140876.0,"[0, 0, 85, 55]",3.0
87,http://images.cocodataset.org/val2017/000000577932.jpg,"[44, 227, 224, 224]",top_R,140876.0,"[139, 0, 85, 55]",3.0
88,http://images.cocodataset.org/val2017/000000577932.jpg,"[183, 58, 224, 224]",bot_L,140876.0,"[0, 169, 85, 55]",3.0
89,http://images.cocodataset.org/val2017/000000577932.jpg,"[44, 58, 224, 224]",bot_R,140876.0,"[139, 169, 85, 55]",3.0
90,http://images.cocodataset.org/val2017/000000414510.jpg,"[92, 89, 224, 224]",centr,147483.0,"[78, 75, 68, 74]",3.0
91,http://images.cocodataset.org/val2017/000000414510.jpg,"[170, 164, 224, 224]",top_L,147483.0,"[0, 0, 68, 74]",3.0
92,http://images.cocodataset.org/val2017/000000414510.jpg,"[14, 164, 224, 224]",top_R,147483.0,"[156, 0, 68, 74]",3.0
93,http://images.cocodataset.org/val2017/000000414510.jpg,"[170, 14, 224, 224]",bot_L,147483.0,"[0, 150, 68, 74]",3.0
94,http://images.cocodataset.org/val2017/000000414510.jpg,"[14, 14, 224, 224]",bot_R,147483.0,"[156, 150, 68, 74]",3.0
95,http://images.cocodataset.org/val2017/000000246963.jpg,"[300, 110, 224, 224]",centr,153356.0,"[94, 83, 37, 57]",4.0
96,http://images.cocodataset.org/val2017/000000246963.jpg,"[394, 193, 224, 224]",top_L,153356.0,"[0, 0, 37, 57]",4.0
97,http://images.cocodataset.org/val2017/000000246963.jpg,"[207, 193, 224, 224]",top_R,153356.0,"[187, 0, 37, 57]",4.0
98,http://images.cocodataset.org/val2017/000000246963.jpg,"[394, 26, 224, 224]",bot_L,153356.0,"[0, 167, 37, 57]",4.0
99,http://images.cocodataset.org/val2017/000000246963.jpg,"[207, 26, 224, 224]",bot_R,153356.0,"[187, 167, 37, 57]",4.0
100,http://images.cocodataset.org/val2017/000000246963.jpg,"[89, 84, 224, 224]",centr,155249.0,"[79, 67, 66, 91]",4.0
101,http://images.cocodataset.org/val2017/000000246963.jpg,"[168, 151, 224, 224]",top_L,155249.0,"[0, 0, 66, 91]",4.0
102,http://images.cocodataset.org/val2017/000000246963.jpg,"[10, 151, 224, 224]",top_R,155249.0,"[158, 0, 66, 91]",4.0
103,http://images.cocodataset.org/val2017/000000246963.jpg,"[168, 18, 224, 224]",bot_L,155249.0,"[0, 133, 66, 91]",4.0
104,http://images.cocodataset.org/val2017/000000246963.jpg,"[10, 18, 224, 224]",bot_R,155249.0,"[158, 133, 66, 91]",4.0
105,http://images.cocodataset.org/val2017/000000441247.jpg,"[156, 84, 224, 224]",centr,185180.0,"[90, 79, 45, 67]",1.0
106,http://images.cocodataset.org/val2017/000000441247.jpg,"[246, 163, 224, 224]",top_L,185180.0,"[0, 0, 45, 67]",1.0
107,http://images.cocodataset.org/val2017/000000441247.jpg,"[67, 163, 224, 224]",top_R,185180.0,"[179, 0, 45, 67]",1.0
108,http://images.cocodataset.org/val2017/000000441247.jpg,"[246, 6, 224, 224]",bot_L,185180.0,"[0, 157, 45, 67]",1.0
109,http://images.cocodataset.org/val2017/000000441247.jpg,"[67, 6, 224, 224]",bot_R,185180.0,"[179, 157, 45, 67]",1.0
110,http://images.cocodataset.org/val2017/000000165681.jpg,"[234, 59, 224, 224]",centr,187195.0,"[83, 57, 59, 110]",1.0
111,http://images.cocodataset.org/val2017/000000165681.jpg,"[317, 116, 224, 224]",top_L,187195.0,"[0, 0, 59, 110]",1.0
112,http://images.cocodataset.org/val2017/000000165681.jpg,"[152, 116, 224, 224]",top_R,187195.0,"[165, 0, 59, 110]",1.0
113,http://images.cocodataset.org/val2017/000000165681.jpg,"[317, 2, 224, 224]",bot_L,187195.0,"[0, 114, 59, 110]",1.0
114,http://images.cocodataset.org/val2017/000000165681.jpg,"[152, 2, 224, 224]",bot_R,187195.0,"[165, 114, 59, 110]",1.0
115,http://images.cocodataset.org/val2017/000000577932.jpg,"[288, 170, 224, 224]",centr,229636.0,"[98, 64, 28, 97]",1.0
116,http://images.cocodataset.org/val2017/000000577932.jpg,"[386, 234, 224, 224]",top_L,229636.0,"[0, 0, 28, 97]",1.0
117,http://images.cocodataset.org/val2017/000000577932.jpg,"[190, 234, 224, 224]",top_R,229636.0,"[196, 0, 28, 97]",1.0
118,http://images.cocodataset.org/val2017/000000577932.jpg,"[386, 107, 224, 224]",bot_L,229636.0,"[0, 127, 28, 97]",1.0
119,http://images.cocodataset.org/val2017/000000577932.jpg,"[190, 107, 224, 224]",bot_R,229636.0,"[196, 127, 28, 97]",1.0
120,http://images.cocodataset.org/val2017/000000038829.jpg,"[321, 66, 224, 224]",centr,233942.0,"[93, 62, 38, 100]",1.0
121,http://images.cocodataset.org/val2017/000000038829.jpg,"[414, 128, 224, 224]",top_L,233942.0,"[0, 0, 38, 100]",1.0
122,http://images.cocodataset.org/val2017/000000038829.jpg,"[228, 128, 224, 224]",top_R,233942.0,"[186, 0, 38, 100]",1.0
123,http://images.cocodataset.org/val2017/000000038829.jpg,"[414, 4, 224, 224]",bot_L,233942.0,"[0, 124, 38, 100]",1.0
124,http://images.cocodataset.org/val2017/000000038829.jpg,"[228, 4, 224, 224]",bot_R,233942.0,"[186, 124, 38, 100]",1.0
125,http://images.cocodataset.org/val2017/000000414510.jpg,"[110, 120, 224, 224]",centr,235367.0,"[83, 67, 57, 90]",1.0
126,http://images.cocodataset.org/val2017/000000414510.jpg,"[193, 187, 224, 224]",top_L,235367.0,"[0, 0, 57, 90]",1.0
127,http://images.cocodataset.org/val2017/000000414510.jpg,"[26, 187, 224, 224]",top_R,235367.0,"[167, 0, 57, 90]",1.0
128,http://images.cocodataset.org/val2017/000000414510.jpg,"[193, 53, 224, 224]",bot_L,235367.0,"[0, 134, 57, 90]",1.0
129,http://images.cocodataset.org/val2017/000000414510.jpg,"[26, 53, 224, 224]",bot_R,235367.0,"[167, 134, 57, 90]",1.0
130,http://images.cocodataset.org/val2017/000000570834.jpg,"[152, 144, 224, 224]",centr,241343.0,"[94, 79, 36, 67]",2.0
131,http://images.cocodataset.org/val2017/000000570834.jpg,"[246, 223, 224, 224]",top_L,241343.0,"[0, 0, 36, 67]",2.0
132,http://images.cocodataset.org/val2017/000000570834.jpg,"[58, 223, 224, 224]",top_R,241343.0,"[188, 0, 36, 67]",2.0
133,http://images.cocodataset.org/val2017/000000570834.jpg,"[246, 66, 224, 224]",bot_L,241343.0,"[0, 157, 36, 67]",2.0
134,http://images.cocodataset.org/val2017/000000570834.jpg,"[58, 66, 224, 224]",bot_R,241343.0,"[188, 157, 36, 67]",2.0
135,http://images.cocodataset.org/val2017/000000492077.jpg,"[172, 174, 224, 224]",centr,241573.0,"[95, 65, 34, 95]",2.0
136,http://images.cocodataset.org/val2017/000000492077.jpg,"[267, 239, 224, 224]",top_L,241573.0,"[0, 0, 34, 95]",2.0
137,http://images.cocodataset.org/val2017/000000492077.jpg,"[77, 239, 224, 224]",top_R,241573.0,"[190, 0, 34, 95]",2.0
138,http://images.cocodataset.org/val2017/000000492077.jpg,"[267, 110, 224, 224]",bot_L,241573.0,"[0, 129, 34, 95]",2.0
139,http://images.cocodataset.org/val2017/000000492077.jpg,"[77, 110, 224, 224]",bot_R,241573.0,"[190, 129, 34, 95]",2.0
140,http://images.cocodataset.org/val2017/000000177934.jpg,"[96, 118, 224, 224]",centr,245747.0,"[86, 67, 52, 90]",4.0
141,http://images.cocodataset.org/val2017/000000177934.jpg,"[182, 185, 224, 224]",top_L,245747.0,"[0, 0, 52, 90]",4.0
142,http://images.cocodataset.org/val2017/000000177934.jpg,"[10, 185, 224, 224]",top_R,245747.0,"[172, 0, 52, 90]",4.0
143,http://images.cocodataset.org/val2017/000000177934.jpg,"[182, 51, 224, 224]",bot_L,245747.0,"[0, 134, 52, 90]",4.0
144,http://images.cocodataset.org/val2017/000000177934.jpg,"[10, 51, 224, 224]",bot_R,245747.0,"[172, 134, 52, 90]",4.0
145,http://images.cocodataset.org/val2017/000000441247.jpg,"[250, 115, 224, 224]",centr,255510.0,"[86, 70, 52, 84]",1.0
146,http://images.cocodataset.org/val2017/000000441247.jpg,"[336, 185, 224, 224]",top_L,255510.0,"[0, 0, 52, 84]",1.0
147,http://images.cocodataset.org/val2017/000000441247.jpg,"[164, 185, 224, 224]",top_R,255510.0,"[172, 0, 52, 84]",1.0
148,http://images.cocodataset.org/val2017/000000441247.jpg,"[336, 45, 224, 224]",bot_L,255510.0,"[0, 140, 52, 84]",1.0
149,http://images.cocodataset.org/val2017/000000441247.jpg,"[164, 45, 224, 224]",bot_R,255510.0,"[172, 140, 52, 84]",1.0
150,http://images.cocodataset.org/val2017/000000577932.jpg,"[226, 118, 224, 224]",centr,256709.0,"[102, 98, 20, 29]",1.0
151,http://images.cocodataset.org/val2017/000000577932.jpg,"[328, 216, 224, 224]",top_L,256709.0,"[0, 0, 20, 29]",1.0
152,http://images.cocodataset.org/val2017/000000577932.jpg,"[124, 216, 224, 224]",top_R,256709.0,"[204, 0, 20, 29]",1.0
153,http://images.cocodataset.org/val2017/000000577932.jpg,"[328, 21, 224, 224]",bot_L,256709.0,"[0, 195, 20, 29]",1.0
154,http://images.cocodataset.org/val2017/000000577932.jpg,"[124, 21, 224, 224]",bot_R,256709.0,"[204, 195, 20, 29]",1.0
155,http://images.cocodataset.org/val2017/000000577932.jpg,"[244, 126, 224, 224]",centr,257356.0,"[102, 94, 21, 37]",1.0
156,http://images.cocodataset.org/val2017/000000577932.jpg,"[346, 220, 224, 224]",top_L,257356.0,"[0, 0, 21, 37]",1.0
157,http://images.cocodataset.org/val2017/000000577932.jpg,"[143, 220, 224, 224]",top_R,257356.0,"[203, 0, 21, 37]",1.0
158,http://images.cocodataset.org/val2017/000000577932.jpg,"[346, 33, 224, 224]",bot_L,257356.0,"[0, 187, 21, 37]",1.0
159,http://images.cocodataset.org/val2017/000000577932.jpg,"[143, 33, 224, 224]",bot_R,257356.0,"[203, 187, 21, 37]",1.0
160,http://images.cocodataset.org/val2017/000000338304.jpg,"[114, 196, 224, 224]",centr,265698.0,"[87, 60, 49, 105]",1.0
161,http://images.cocodataset.org/val2017/000000338304.jpg,"[201, 256, 224, 224]",top_L,265698.0,"[0, 0, 49, 105]",1.0
162,http://images.cocodataset.org/val2017/000000338304.jpg,"[26, 256, 224, 224]",top_R,265698.0,"[175, 0, 49, 105]",1.0
163,http://images.cocodataset.org/val2017/000000338304.jpg,"[201, 137, 224, 224]",bot_L,265698.0,"[0, 119, 49, 105]",1.0
164,http://images.cocodataset.org/val2017/000000338304.jpg,"[26, 137, 224, 224]",bot_R,265698.0,"[175, 119, 49, 105]",1.0
165,http://images.cocodataset.org/val2017/000000570834.jpg,"[185, 149, 224, 224]",centr,266863.0,"[97, 77, 30, 70]",2.0
166,http://images.cocodataset.org/val2017/000000570834.jpg,"[282, 226, 224, 224]",top_L,266863.0,"[0, 0, 30, 70]",2.0
167,http://images.cocodataset.org/val2017/000000570834.jpg,"[88, 226, 224, 224]",top_R,266863.0,"[194, 0, 30, 70]",2.0
168,http://images.cocodataset.org/val2017/000000570834.jpg,"[282, 72, 224, 224]",bot_L,266863.0,"[0, 154, 30, 70]",2.0
169,http://images.cocodataset.org/val2017/000000570834.jpg,"[88, 72, 224, 224]",bot_R,266863.0,"[194, 154, 30, 70]",2.0
170,http://images.cocodataset.org/val2017/000000488592.jpg,"[169, 309, 224, 224]",centr,283221.0,"[83, 102, 58, 20]",28.0
171,http://images.cocodataset.org/val2017/000000488592.jpg,"[252, 411, 224, 224]",top_L,283221.0,"[0, 0, 58, 20]",28.0
172,http://images.cocodataset.org/val2017/000000488592.jpg,"[86, 411, 224, 224]",top_R,283221.0,"[166, 0, 58, 20]",28.0
173,http://images.cocodataset.org/val2017/000000488592.jpg,"[252, 207, 224, 224]",bot_L,283221.0,"[0, 204, 58, 20]",28.0
174,http://images.cocodataset.org/val2017/000000488592.jpg,"[86, 207, 224, 224]",bot_R,283221.0,"[166, 204, 58, 20]",28.0
175,http://images.cocodataset.org/val2017/000000182611.jpg,"[148, 158, 224, 224]",centr,288596.0,"[107, 98, 11, 29]",44.0
176,http://images.cocodataset.org/val2017/000000182611.jpg,"[255, 256, 224, 224]",top_L,288596.0,"[0, 0, 11, 29]",44.0
177,http://images.cocodataset.org/val2017/000000182611.jpg,"[42, 256, 224, 224]",top_R,288596.0,"[213, 0, 11, 29]",44.0
178,http://images.cocodataset.org/val2017/000000182611.jpg,"[255, 61, 224, 224]",bot_L,288596.0,"[0, 195, 11, 29]",44.0
179,http://images.cocodataset.org/val2017/000000182611.jpg,"[42, 61, 224, 224]",bot_R,288596.0,"[213, 195, 11, 29]",44.0
180,http://images.cocodataset.org/val2017/000000229358.jpg,"[193, 94, 224, 224]",centr,298177.0,"[106, 77, 12, 71]",32.0
181,http://images.cocodataset.org/val2017/000000229358.jpg,"[299, 171, 224, 224]",top_L,298177.0,"[0, 0, 12, 71]",32.0
182,http://images.cocodataset.org/val2017/000000229358.jpg,"[87, 171, 224, 224]",top_R,298177.0,"[212, 0, 12, 71]",32.0
183,http://images.cocodataset.org/val2017/000000229358.jpg,"[299, 18, 224, 224]",bot_L,298177.0,"[0, 153, 12, 71]",32.0
184,http://images.cocodataset.org/val2017/000000229358.jpg,"[87, 18, 224, 224]",bot_R,298177.0,"[212, 153, 12, 71]",32.0
185,http://images.cocodataset.org/val2017/000000228214.jpg,"[112, 242, 224, 224]",centr,322876.0,"[83, 89, 57, 46]",77.0
186,http://images.cocodataset.org/val2017/000000228214.jpg,"[195, 331, 224, 224]",top_L,322876.0,"[0, 0, 57, 46]",77.0
187,http://images.cocodataset.org/val2017/000000228214.jpg,"[28, 331, 224, 224]",top_R,322876.0,"[167, 0, 57, 46]",77.0
188,http://images.cocodataset.org/val2017/000000228214.jpg,"[195, 153, 224, 224]",bot_L,322876.0,"[0, 178, 57, 46]",77.0
189,http://images.cocodataset.org/val2017/000000228214.jpg,"[28, 153, 224, 224]",bot_R,322876.0,"[167, 178, 57, 46]",77.0
190,http://images.cocodataset.org/val2017/000000164602.jpg,"[264, 110, 224, 224]",centr,343534.0,"[88, 107, 49, 9]",90.0
191,http://images.cocodataset.org/val2017/000000164602.jpg,"[352, 217, 224, 224]",top_L,343534.0,"[0, 0, 49, 9]",90.0
192,http://images.cocodataset.org/val2017/000000164602.jpg,"[177, 217, 224, 224]",top_R,343534.0,"[175, 0, 49, 9]",90.0
193,http://images.cocodataset.org/val2017/000000164602.jpg,"[352, 2, 224, 224]",bot_L,343534.0,"[0, 215, 49, 9]",90.0
194,http://images.cocodataset.org/val2017/000000164602.jpg,"[177, 2, 224, 224]",bot_R,343534.0,"[175, 215, 49, 9]",90.0
195,http://images.cocodataset.org/val2017/000000480944.jpg,"[172, 250, 224, 224]",centr,352357.0,"[83, 96, 59, 31]",3.0
196,http://images.cocodataset.org/val2017/000000480944.jpg,"[255, 346, 224, 224]",top_L,352357.0,"[0, 0, 59, 31]",3.0
197,http://images.cocodataset.org/val2017/000000480944.jpg,"[90, 346, 224, 224]",top_R,352357.0,"[165, 0, 59, 31]",3.0
198,http://images.cocodataset.org/val2017/000000480944.jpg,"[255, 153, 224, 224]",bot_L,352357.0,"[0, 193, 59, 31]",3.0
199,http://images.cocodataset.org/val2017/000000480944.jpg,"[90, 153, 224, 224]",bot_R,352357.0,"[165, 193, 59, 31]",3.0
200,http://images.cocodataset.org/val2017/000000292997.jpg,"[332, 141, 224, 224]",centr,357950.0,"[76, 94, 73, 36]",3.0
201,http://images.cocodataset.org/val2017/000000292997.jpg,"[408, 235, 224, 224]",top_L,357950.0,"[0, 0, 73, 36]",3.0
202,http://images.cocodataset.org/val2017/000000292997.jpg,"[257, 235, 224, 224]",top_R,357950.0,"[151, 0, 73, 36]",3.0
203,http://images.cocodataset.org/val2017/000000292997.jpg,"[408, 47, 224, 224]",bot_L,357950.0,"[0, 188, 73, 36]",3.0
