,Unnamed: 0,coco_url,crop_area,crop_type,obj_id,true_bbox,true_class,pred,pred_bbox,pred_class
41,41,http://images.cocodataset.org/val2017/000000182611.jpg,"[236, 250, 224, 224]",top_L,1704075.0,"[0, 0, 19, 43]",44.0,77.87074446678162,"[1, 0, 19, 43]",bottle
42,42,http://images.cocodataset.org/val2017/000000182611.jpg,"[31, 250, 224, 224]",top_R,1704075.0,"[205, 0, 19, 43]",44.0,,,
43,43,http://images.cocodataset.org/val2017/000000182611.jpg,"[236, 69, 224, 224]",bot_L,1704075.0,"[0, 181, 19, 43]",44.0,84.08992290496826,"[0, 178, 20, 44]",bottle
44,44,http://images.cocodataset.org/val2017/000000182611.jpg,"[31, 69, 224, 224]",bot_R,1704075.0,"[205, 181, 19, 43]",44.0,,,
45,45,http://images.cocodataset.org/val2017/000000425226.jpg,"[141, 268, 224, 224]",centr,1704075.0,"[90, 98, 44, 27]",44.0,,,
46,46,http://images.cocodataset.org/val2017/000000425226.jpg,"[231, 366, 224, 224]",top_L,1704075.0,"[0, 0, 44, 27]",44.0,,,
47,47,http://images.cocodataset.org/val2017/000000425226.jpg,"[51, 366, 224, 224]",top_R,1704075.0,"[180, 0, 44, 27]",44.0,81.94963335990906,"[180, 0, 42, 25]",bottle
48,48,http://images.cocodataset.org/val2017/000000425226.jpg,"[231, 169, 224, 224]",bot_L,1704075.0,"[0, 197, 44, 27]",44.0,,,
49,49,http://images.cocodataset.org/val2017/000000425226.jpg,"[51, 169, 224, 224]",bot_R,1704075.0,"[180, 197, 44, 27]",44.0,,,
50,50,http://images.cocodataset.org/val2017/000000195165.jpg,"[274, 155, 224, 224]",centr,1704075.0,"[102, 89, 19, 46]",44.0,,,
51,51,http://images.cocodataset.org/val2017/000000195165.jpg,"[376, 244, 224, 224]",top_L,1704075.0,"[0, 0, 19, 46]",44.0,,,
52,52,http://images.cocodataset.org/val2017/000000195165.jpg,"[171, 244, 224, 224]",top_R,1704075.0,"[205, 0, 19, 46]",44.0,65.93725085258484,"[203, 0, 19, 45]",bottle
53,53,http://images.cocodataset.org/val2017/000000195165.jpg,"[376, 66, 224, 224]",bot_L,1704075.0,"[0, 178, 19, 46]",44.0,,,
54,54,http://images.cocodataset.org/val2017/000000195165.jpg,"[171, 66, 224, 224]",bot_R,1704075.0,"[205, 178, 19, 46]",44.0,,,
55,55,http://images.cocodataset.org/val2017/000000090108.jpg,"[110, 128, 224, 224]",centr,1704075.0,"[104, 96, 16, 32]",44.0,72.55163788795471,"[105, 96, 15, 33]",bottle
56,56,http://images.cocodataset.org/val2017/000000090108.jpg,"[214, 224, 224, 224]",top_L,1704075.0,"[0, 0, 16, 32]",44.0,70.87733149528503,"[2, 3, 14, 30]",bottle
57,57,http://images.cocodataset.org/val2017/000000090108.jpg,"[6, 224, 224, 224]",top_R,1704075.0,"[208, 0, 16, 32]",44.0,,,
58,58,http://images.cocodataset.org/val2017/000000090108.jpg,"[214, 32, 224, 224]",bot_L,1704075.0,"[0, 192, 16, 32]",44.0,,,
59,59,http://images.cocodataset.org/val2017/000000090108.jpg,"[6, 32, 224, 224]",bot_R,1704075.0,"[208, 192, 16, 32]",44.0,,,
60,60,http://images.cocodataset.org/val2017/000000195165.jpg,"[236, 96, 224, 224]",centr,1704075.0,"[108, 90, 9, 44]",44.0,,,
61,61,http://images.cocodataset.org/val2017/000000195165.jpg,"[344, 186, 224, 224]",top_L,1704075.0,"[0, 0, 9, 44]",44.0,,,
62,62,http://images.cocodataset.org/val2017/000000195165.jpg,"[129, 186, 224, 224]",top_R,1704075.0,"[215, 0, 9, 44]",44.0,,,
63,63,http://images.cocodataset.org/val2017/000000195165.jpg,"[344, 6, 224, 224]",bot_L,1704075.0,"[0, 180, 9, 44]",44.0,,,
64,64,http://images.cocodataset.org/val2017/000000195165.jpg,"[129, 6, 224, 224]",bot_R,1704075.0,"[215, 180, 9, 44]",44.0,,,
65,65,http://images.cocodataset.org/val2017/000000062025.jpg,"[116, 180, 224, 224]",centr,1704075.0,"[108, 100, 7, 23]",44.0,,,
66,66,http://images.cocodataset.org/val2017/000000062025.jpg,"[224, 280, 224, 224]",top_L,1704075.0,"[0, 0, 7, 23]",44.0,,,
67,67,http://images.cocodataset.org/val2017/000000062025.jpg,"[7, 280, 224, 224]",top_R,1704075.0,"[217, 0, 7, 23]",44.0,,,
68,68,http://images.cocodataset.org/val2017/000000062025.jpg,"[224, 79, 224, 224]",bot_L,1704075.0,"[0, 201, 7, 23]",44.0,,,
69,69,http://images.cocodataset.org/val2017/000000062025.jpg,"[7, 79, 224, 224]",bot_R,1704075.0,"[217, 201, 7, 23]",44.0,78.62865328788757,"[213, 199, 10, 25]",bottle
70,70,http://images.cocodataset.org/val2017/000000441586.jpg,"[300, 73, 224, 224]",centr,1704075.0,"[96, 73, 31, 78]",2.0,97.04236388206482,"[89, 62, 42, 72]",person
71,71,http://images.cocodataset.org/val2017/000000441586.jpg,"[396, 146, 224, 224]",top_L,1704075.0,"[0, 0, 31, 78]",2.0,75.54696202278137,"[0, 0, 36, 79]",person
72,72,http://images.cocodataset.org/val2017/000000441586.jpg,"[203, 146, 224, 224]",top_R,1704075.0,"[193, 0, 31, 78]",2.0,80.06342053413391,"[183, 13, 39, 68]",bicycle
73,73,http://images.cocodataset.org/val2017/000000441586.jpg,"[396, 0, 224, 224]",bot_L,1704075.0,"[0, 146, 31, 78]",2.0,88.14800977706909,"[-1, 134, 34, 68]",person
74,74,http://images.cocodataset.org/val2017/000000441586.jpg,"[203, 0, 224, 224]",bot_R,1704075.0,"[193, 146, 31, 78]",2.0,71.61787152290344,"[186, 138, 38, 60]",person
75,75,http://images.cocodataset.org/val2017/000000570834.jpg,"[162, 148, 224, 224]",centr,1704075.0,"[97, 82, 30, 60]",2.0,,,
76,76,http://images.cocodataset.org/val2017/000000570834.jpg,"[259, 230, 224, 224]",top_L,1704075.0,"[0, 0, 30, 60]",2.0,69.47425603866577,"[3, 0, 32, 64]",bicycle
77,77,http://images.cocodataset.org/val2017/000000570834.jpg,"[65, 230, 224, 224]",top_R,1704075.0,"[194, 0, 30, 60]",2.0,62.658315896987915,"[197, 10, 25, 53]",bicycle
78,78,http://images.cocodataset.org/val2017/000000570834.jpg,"[259, 66, 224, 224]",bot_L,1704075.0,"[0, 164, 30, 60]",2.0,,,
79,79,http://images.cocodataset.org/val2017/000000570834.jpg,"[65, 66, 224, 224]",bot_R,1704075.0,"[194, 164, 30, 60]",2.0,61.048221588134766,"[183, 163, 38, 60]",bicycle
80,80,http://images.cocodataset.org/val2017/000000177934.jpg,"[224, 88, 224, 224]",centr,1704075.0,"[75, 82, 75, 60]",3.0,99.82960820198059,"[76, 83, 68, 63]",car
81,81,http://images.cocodataset.org/val2017/000000177934.jpg,"[299, 170, 224, 224]",top_L,1704075.0,"[0, 0, 75, 60]",3.0,98.98534417152405,"[3, 0, 71, 60]",car
82,82,http://images.cocodataset.org/val2017/000000177934.jpg,"[150, 170, 224, 224]",top_R,1704075.0,"[149, 0, 75, 60]",3.0,99.40086603164673,"[151, 5, 64, 62]",car
83,83,http://images.cocodataset.org/val2017/000000177934.jpg,"[299, 6, 224, 224]",bot_L,1704075.0,"[0, 164, 75, 60]",3.0,99.33063387870789,"[3, 168, 70, 54]",car
84,84,http://images.cocodataset.org/val2017/000000177934.jpg,"[150, 6, 224, 224]",bot_R,1704075.0,"[149, 164, 75, 60]",3.0,99.7870683670044,"[151, 169, 64, 55]",car
85,85,http://images.cocodataset.org/val2017/000000577932.jpg,"[114, 142, 224, 224]",centr,1704075.0,"[69, 85, 85, 55]",3.0,99.8532772064209,"[68, 82, 84, 60]",car
86,86,http://images.cocodataset.org/val2017/000000577932.jpg,"[183, 227, 224, 224]",top_L,1704075.0,"[0, 0, 85, 55]",3.0,84.08150672912598,"[1, 1, 81, 55]",car
87,87,http://images.cocodataset.org/val2017/000000577932.jpg,"[44, 227, 224, 224]",top_R,1704075.0,"[139, 0, 85, 55]",3.0,89.66950178146362,"[139, 1, 80, 55]",car
88,88,http://images.cocodataset.org/val2017/000000577932.jpg,"[183, 58, 224, 224]",bot_L,1704075.0,"[0, 169, 85, 55]",3.0,86.57283782958984,"[0, 167, 84, 56]",car
89,89,http://images.cocodataset.org/val2017/000000577932.jpg,"[44, 58, 224, 224]",bot_R,1704075.0,"[139, 169, 85, 55]",3.0,96.33488655090332,"[140, 167, 80, 56]",car
90,90,http://images.cocodataset.org/val2017/000000414510.jpg,"[92, 89, 224, 224]",centr,1704075.0,"[78, 75, 68, 74]",3.0,70.16518115997314,"[78, 75, 64, 75]",car
91,91,http://images.cocodataset.org/val2017/000000414510.jpg,"[170, 164, 224, 224]",top_L,1704075.0,"[0, 0, 68, 74]",3.0,,,
92,92,http://images.cocodataset.org/val2017/000000414510.jpg,"[14, 164, 224, 224]",top_R,1704075.0,"[156, 0, 68, 74]",3.0,67.1358048915863,"[155, 0, 63, 80]",truck
93,93,http://images.cocodataset.org/val2017/000000414510.jpg,"[170, 14, 224, 224]",bot_L,1704075.0,"[0, 150, 68, 74]",3.0,73.7659215927124,"[2, 148, 60, 72]",truck
94,94,http://images.cocodataset.org/val2017/000000414510.jpg,"[14, 14, 224, 224]",bot_R,1704075.0,"[156, 150, 68, 74]",3.0,77.21619606018066,"[154, 140, 65, 82]",truck
95,95,http://images.cocodataset.org/val2017/000000246963.jpg,"[300, 110, 224, 224]",centr,1704075.0,"[94, 83, 37, 57]",4.0,,,
96,96,http://images.cocodataset.org/val2017/000000246963.jpg,"[394, 193, 224, 224]",top_L,1704075.0,"[0, 0, 37, 57]",4.0,,,
97,97,http://images.cocodataset.org/val2017/000000246963.jpg,"[207, 193, 224, 224]",top_R,1704075.0,"[187, 0, 37, 57]",4.0,,,
98,98,http://images.cocodataset.org/val2017/000000246963.jpg,"[394, 26, 224, 224]",bot_L,1704075.0,"[0, 167, 37, 57]",4.0,72.80001640319824,"[0, 150, 51, 71]",motorcycle
99,99,http://images.cocodataset.org/val2017/000000246963.jpg,"[207, 26, 224, 224]",bot_R,1704075.0,"[187, 167, 37, 57]",4.0,,,
100,100,http://images.cocodataset.org/val2017/000000246963.jpg,"[89, 84, 224, 224]",centr,1704075.0,"[79, 67, 66, 91]",4.0,98.69323372840881,"[63, 66, 86, 89]",motorcycle
101,101,http://images.cocodataset.org/val2017/000000246963.jpg,"[168, 151, 224, 224]",top_L,1704075.0,"[0, 0, 66, 91]",4.0,97.51190543174744,"[0, 2, 72, 87]",motorcycle
102,102,http://images.cocodataset.org/val2017/000000246963.jpg,"[10, 151, 224, 224]",top_R,1704075.0,"[158, 0, 66, 91]",4.0,98.55831265449524,"[140, 0, 84, 91]",motorcycle
103,103,http://images.cocodataset.org/val2017/000000246963.jpg,"[168, 18, 224, 224]",bot_L,1704075.0,"[0, 133, 66, 91]",4.0,97.49094247817993,"[-2, 129, 68, 94]",motorcycle
104,104,http://images.cocodataset.org/val2017/000000246963.jpg,"[10, 18, 224, 224]",bot_R,1704075.0,"[158, 133, 66, 91]",4.0,99.50147867202759,"[140, 129, 85, 95]",motorcycle
105,105,http://images.cocodataset.org/val2017/000000441247.jpg,"[156, 84, 224, 224]",centr,1704075.0,"[90, 79, 45, 67]",1.0,,,
106,106,http://images.cocodataset.org/val2017/000000441247.jpg,"[246, 163, 224, 224]",top_L,1704075.0,"[0, 0, 45, 67]",1.0,,,
107,107,http://images.cocodataset.org/val2017/000000441247.jpg,"[67, 163, 224, 224]",top_R,1704075.0,"[179, 0, 45, 67]",1.0,,,
108,108,http://images.cocodataset.org/val2017/000000441247.jpg,"[246, 6, 224, 224]",bot_L,1704075.0,"[0, 157, 45, 67]",1.0,97.58163094520569,"[0, 154, 46, 67]",person
109,109,http://images.cocodataset.org/val2017/000000441247.jpg,"[67, 6, 224, 224]",bot_R,1704075.0,"[179, 157, 45, 67]",1.0,98.9057719707489,"[177, 158, 46, 65]",person
110,110,http://images.cocodataset.org/val2017/000000165681.jpg,"[234, 59, 224, 224]",centr,1704075.0,"[83, 57, 59, 110]",1.0,99.88569617271423,"[76, 53, 62, 120]",person
111,111,http://images.cocodataset.org/val2017/000000165681.jpg,"[317, 116, 224, 224]",top_L,1704075.0,"[0, 0, 59, 110]",1.0,99.44884777069092,"[-1, 2, 57, 118]",person
112,112,http://images.cocodataset.org/val2017/000000165681.jpg,"[152, 116, 224, 224]",top_R,1704075.0,"[165, 0, 59, 110]",1.0,95.99023461341858,"[163, 2, 59, 147]",person
113,113,http://images.cocodataset.org/val2017/000000165681.jpg,"[317, 2, 224, 224]",bot_L,1704075.0,"[0, 114, 59, 110]",1.0,99.96287226676941,"[0, 111, 56, 114]",person
114,114,http://images.cocodataset.org/val2017/000000165681.jpg,"[152, 2, 224, 224]",bot_R,1704075.0,"[165, 114, 59, 110]",1.0,99.8214066028595,"[157, 106, 59, 119]",person
115,115,http://images.cocodataset.org/val2017/000000577932.jpg,"[288, 170, 224, 224]",centr,1704075.0,"[98, 64, 28, 97]",1.0,99.62701797485352,"[99, 67, 29, 94]",person
116,116,http://images.cocodataset.org/val2017/000000577932.jpg,"[386, 234, 224, 224]",top_L,1704075.0,"[0, 0, 28, 97]",1.0,99.07901287078857,"[1, 1, 26, 97]",person
117,117,http://images.cocodataset.org/val2017/000000577932.jpg,"[190, 234, 224, 224]",top_R,1704075.0,"[196, 0, 28, 97]",1.0,99.07874464988708,"[196, 2, 26, 94]",person
118,118,http://images.cocodataset.org/val2017/000000577932.jpg,"[386, 107, 224, 224]",bot_L,1704075.0,"[0, 127, 28, 97]",1.0,99.61495995521545,"[1, 127, 26, 96]",person
119,119,http://images.cocodataset.org/val2017/000000577932.jpg,"[190, 107, 224, 224]",bot_R,1704075.0,"[196, 127, 28, 97]",1.0,98.97135496139526,"[195, 128, 28, 93]",person
120,120,http://images.cocodataset.org/val2017/000000038829.jpg,"[321, 66, 224, 224]",centr,1704075.0,"[93, 62, 38, 100]",1.0,99.81877207756042,"[87, 62, 44, 78]",person
121,121,http://images.cocodataset.org/val2017/000000038829.jpg,"[414, 128, 224, 224]",top_L,1704075.0,"[0, 0, 38, 100]",1.0,99.55101013183594,"[0, 2, 38, 91]",person
122,122,http://images.cocodataset.org/val2017/000000038829.jpg,"[228, 128, 224, 224]",top_R,1704075.0,"[186, 0, 38, 100]",1.0,93.46527457237244,"[182, 2, 41, 90]",person
123,123,http://images.cocodataset.org/val2017/000000038829.jpg,"[414, 4, 224, 224]",bot_L,1704075.0,"[0, 124, 38, 100]",1.0,99.90987777709961,"[0, 125, 38, 89]",person
124,124,http://images.cocodataset.org/val2017/000000038829.jpg,"[228, 4, 224, 224]",bot_R,1704075.0,"[186, 124, 38, 100]",1.0,92.22387671470642,"[183, 127, 39, 97]",person
125,125,http://images.cocodataset.org/val2017/000000414510.jpg,"[110, 120, 224, 224]",centr,1704075.0,"[83, 67, 57, 90]",1.0,86.4148497581482,"[99, 61, 38, 96]",person
126,126,http://images.cocodataset.org/val2017/000000414510.jpg,"[193, 187, 224, 224]",top_L,1704075.0,"[0, 0, 57, 90]",1.0,91.0335898399353,"[16, 0, 41, 90]",person
127,127,http://images.cocodataset.org/val2017/000000414510.jpg,"[26, 187, 224, 224]",top_R,1704075.0,"[167, 0, 57, 90]",1.0,96.80312871932983,"[184, 0, 37, 91]",person
128,128,http://images.cocodataset.org/val2017/000000414510.jpg,"[193, 53, 224, 224]",bot_L,1704075.0,"[0, 134, 57, 90]",1.0,95.71401476860046,"[18, 132, 38, 89]",person
129,129,http://images.cocodataset.org/val2017/000000414510.jpg,"[26, 53, 224, 224]",bot_R,1704075.0,"[167, 134, 57, 90]",1.0,61.5633487701416,"[171, 64, 52, 163]",truck
130,130,http://images.cocodataset.org/val2017/000000570834.jpg,"[152, 144, 224, 224]",centr,1704075.0,"[94, 79, 36, 67]",2.0,73.45336079597473,"[92, 83, 30, 64]",bicycle
131,131,http://images.cocodataset.org/val2017/000000570834.jpg,"[246, 223, 224, 224]",top_L,1704075.0,"[0, 0, 36, 67]",2.0,64.07522559165955,"[0, 5, 25, 62]",bicycle
132,132,http://images.cocodataset.org/val2017/000000570834.jpg,"[58, 223, 224, 224]",top_R,1704075.0,"[188, 0, 36, 67]",2.0,91.57603979110718,"[186, 7, 34, 61]",bicycle
133,133,http://images.cocodataset.org/val2017/000000570834.jpg,"[246, 66, 224, 224]",bot_L,1704075.0,"[0, 157, 36, 67]",2.0,68.66956949234009,"[0, 163, 26, 59]",bicycle
134,134,http://images.cocodataset.org/val2017/000000570834.jpg,"[58, 66, 224, 224]",bot_R,1704075.0,"[188, 157, 36, 67]",2.0,77.10509300231934,"[186, 164, 35, 58]",bicycle
135,135,http://images.cocodataset.org/val2017/000000492077.jpg,"[172, 174, 224, 224]",centr,1704075.0,"[95, 65, 34, 95]",2.0,,,
136,136,http://images.cocodataset.org/val2017/000000492077.jpg,"[267, 239, 224, 224]",top_L,1704075.0,"[0, 0, 34, 95]",2.0,,,
137,137,http://images.cocodataset.org/val2017/000000492077.jpg,"[77, 239, 224, 224]",top_R,1704075.0,"[190, 0, 34, 95]",2.0,,,
138,138,http://images.cocodataset.org/val2017/000000492077.jpg,"[267, 110, 224, 224]",bot_L,1704075.0,"[0, 129, 34, 95]",2.0,79.31352257728577,"[6, 130, 29, 90]",bicycle
139,139,http://images.cocodataset.org/val2017/000000492077.jpg,"[77, 110, 224, 224]",bot_R,1704075.0,"[190, 129, 34, 95]",2.0,,,
140,140,http://images.cocodataset.org/val2017/000000177934.jpg,"[96, 118, 224, 224]",centr,1704075.0,"[86, 67, 52, 90]",4.0,,,
141,141,http://images.cocodataset.org/val2017/000000177934.jpg,"[182, 185, 224, 224]",top_L,1704075.0,"[0, 0, 52, 90]",4.0,,,
142,142,http://images.cocodataset.org/val2017/000000177934.jpg,"[10, 185, 224, 224]",top_R,1704075.0,"[172, 0, 52, 90]",4.0,,,
143,143,http://images.cocodataset.org/val2017/000000177934.jpg,"[182, 51, 224, 224]",bot_L,1704075.0,"[0, 134, 52, 90]",4.0,,,
144,144,http://images.cocodataset.org/val2017/000000177934.jpg,"[10, 51, 224, 224]",bot_R,1704075.0,"[172, 134, 52, 90]",4.0,,,
145,145,http://images.cocodataset.org/val2017/000000441247.jpg,"[250, 115, 224, 224]",centr,1704075.0,"[86, 70, 52, 84]",1.0,99.95238184928894,"[84, 64, 52, 91]",person
146,146,http://images.cocodataset.org/val2017/000000441247.jpg,"[336, 185, 224, 224]",top_L,1704075.0,"[0, 0, 52, 84]",1.0,99.16384816169739,"[0, -1, 54, 93]",person
147,147,http://images.cocodataset.org/val2017/000000441247.jpg,"[164, 185, 224, 224]",top_R,1704075.0,"[172, 0, 52, 84]",1.0,96.78075909614563,"[169, 0, 52, 91]",person
148,148,http://images.cocodataset.org/val2017/000000441247.jpg,"[336, 45, 224, 224]",bot_L,1704075.0,"[0, 140, 52, 84]",1.0,99.91657733917236,"[-1, 134, 53, 90]",person
149,149,http://images.cocodataset.org/val2017/000000441247.jpg,"[164, 45, 224, 224]",bot_R,1704075.0,"[172, 140, 52, 84]",1.0,99.68617558479309,"[168, 134, 54, 88]",person
150,150,http://images.cocodataset.org/val2017/000000577932.jpg,"[226, 118, 224, 224]",centr,1704075.0,"[102, 98, 20, 29]",1.0,77.71615982055664,"[100, 98, 24, 39]",person
151,151,http://images.cocodataset.org/val2017/000000577932.jpg,"[328, 216, 224, 224]",top_L,1704075.0,"[0, 0, 20, 29]",1.0,93.92434358596802,"[0, 0, 23, 40]",person
152,152,http://images.cocodataset.org/val2017/000000577932.jpg,"[124, 216, 224, 224]",top_R,1704075.0,"[204, 0, 20, 29]",1.0,96.5680181980133,"[202, 2, 21, 37]",person
153,153,http://images.cocodataset.org/val2017/000000577932.jpg,"[328, 21, 224, 224]",bot_L,1704075.0,"[0, 195, 20, 29]",1.0,94.20353770256042,"[0, 195, 21, 27]",person
154,154,http://images.cocodataset.org/val2017/000000577932.jpg,"[124, 21, 224, 224]",bot_R,1704075.0,"[204, 195, 20, 29]",1.0,94.6361780166626,"[202, 195, 22, 27]",person
155,155,http://images.cocodataset.org/val2017/000000577932.jpg,"[244, 126, 224, 224]",centr,1704075.0,"[102, 94, 21, 37]",1.0,86.25288009643555,"[102, 94, 21, 31]",person
